,source,type,year,id,score,sent_a,sent_b
1592,main-captions,images,2015,0286,2.20,A man chases a dog trying to pass the barrier to enter a play area.,A man follows his black and white dog as it takes on an obstacle course.
1593,main-captions,images,2015,0288,4.00,The large brown and white dog is running through the snow.,St. Bernard dog running in the snowy field.
1594,main-captions,images,2015,0299,2.00,A bloody man and woman pose for a picture.,A man in woman dressed warmly pose for a picture.
1595,main-captions,images,2015,0311,0.40,A yellow dog is playing in a grassy area near flowers.,A girl is playing on a swing.
1596,main-captions,images,2015,0312,4.60,a boy plays with a noodle by the pool.,A boy plays with a foam noodle toy by a pool.
1597,main-captions,images,2015,0314,2.00,two big brown dogs running through the snow.,A brown dog running through the grass.
1598,main-captions,images,2015,0315,1.20,A young boy jumps into a pool with outstretched arms.,A dog jumps into a backyard pool.
1599,main-captions,images,2015,0319,4.00,A girl holds up a yellow balloon animal.,A child holds a yellow balloon.
1600,main-captions,images,2015,0321,0.17,Two dogs share a toy in a field of vegetation.,Two snowboarders are in the air over the snow.
1601,main-captions,images,2015,0324,0.00,A blond haired lady in white poses for the camera.,A black and white dog runs with its mouth open.
1602,main-captions,images,2015,0328,0.20,A dog runs through a field chasing a ball.,A child runs through the grass.
1603,main-captions,images,2015,0332,3.80,Two girls are sitting in front of a statue.,Two blonde girls are sitting next to a statue
1604,main-captions,images,2015,0336,4.00,A girl in orange lights a candle.,A girl in an orange shirt lights candles.
1605,main-captions,images,2015,0337,1.60,A white dog runs through a field of yellow flowers.,A dog with a red collar runs in a forest in the middle of winter.
1606,main-captions,images,2015,0339,2.20,An infant sitting on a cot reaching over to touch the face of an older boy.,A boy who seems ill is being touched in the face by a toddler.
1607,main-captions,images,2015,0342,5.00,A dog shaking off water.,A dog shaking water off.
1608,main-captions,images,2015,0344,0.50,Young boys running along the pavement.,A black dog running along the edge of the ocean.
1609,main-captions,images,2015,0345,3.67,A young child slides down an orange slide.,A little boy in denim overalls slides down an orange slide.
1610,main-captions,images,2015,0346,1.60,a black and white dog running through some red and white poles,Black and white dog in living room standing on hind legs.
1611,main-captions,images,2015,0349,4.40,"Three individuals are posing on skis behind a ""no skiing"" sign.",Three people on skis are standing behind a no skiing sign.
1612,main-captions,images,2015,0350,4.60,A man in a white suit walks down the street holding a newspaper.,A man in a white suit walks outside carrying a newspaper.
1613,main-captions,images,2015,0357,5.00,A black dog with a blue collar is running in the snow.,A black dog wearing a blue collar is running through the snow.
1614,main-captions,images,2015,0362,0.80,A dog is running toward the camera.,A brown and white dog running on grass.
1615,main-captions,images,2015,0364,2.40,a boy swinging on a swing.,The girl is on a swing.
1616,main-captions,images,2015,0367,4.40,A group of youngsters swim in lake water,Many children are playing and swimming in the water.
1617,main-captions,images,2015,0368,0.00,A blue and white soccer team playing against each other.,A topless woman with her face painted is covered in mud.
1618,main-captions,images,2015,0371,3.80,A brown dog about to catch a green Frisbee.,A brown dog waits for the Frisbee to come down before catching it.
1619,main-captions,images,2015,0378,2.20,A black and white dog is swimming in a large green lake.,A black dog runs fast into shallow water.
1620,main-captions,images,2015,0379,2.20,Two large black dogs are playing in a grassy field.,Two white dogs are running together.
1621,main-captions,images,2015,0381,2.80,The brown and black dog sprints across the snow.,A black dog is running quickly along the ground.
1622,main-captions,images,2015,0383,3.80,The man in the backpack looks to his left.,An adult male wearing a backpack walks and looks to the left.
1623,main-captions,images,2015,0384,0.00,An elderly man in a blue shirt is holding up a piece of canvas art.,A black man is walking next to a building in a big city.
1624,main-captions,images,2015,0386,0.40,Two skinny young boys playing with sand in the water.,Two dogs are shaking water off.
1625,main-captions,images,2015,0388,3.80,A small dog runs through an obstacle course.,A small dog jumping over an obstacle.
1626,main-captions,images,2015,0392,3.20,A brown dog running through the woods.,A brown dog runs through the grass.
1627,main-captions,images,2015,0393,3.40,A group of people are standing by a window watching something.,A group of people stand and wait to see something.
1628,main-captions,images,2015,0395,4.40,A dog is jumping over a barrier at a agility competition.,A dog jumping over an obstacle course fence.
1629,main-captions,images,2015,0396,3.20,Three people racing on ice skates.,Three ice skaters round a corner.
1630,main-captions,images,2015,0399,4.80,Two women contestants are walking their dogs in a dog show.,Two women walk there dogs at a dog show.
1631,main-captions,images,2015,0401,0.00,Two men on the side of a barge,A man is lying the grass with long hair and beard.
1632,main-captions,images,2015,0403,4.80,A brown dog in running on grass.,A brown dog runs through the grass.
1633,main-captions,images,2015,0410,0.40,A person is riding their bike on a trail next to the woods.,A small child in a yellow shirt is holding their arms out to the sides.
1634,main-captions,images,2015,0413,3.60,A woman in a black dress smiles in front of a silver truck.,A girl wearing a black top is smiling with a silver truck in the background.
1635,main-captions,images,2015,0423,0.60,A dog is on the beach near a ball.,A guy is going up for a lay-up on a basketball court.
1636,main-captions,images,2015,0428,2.60,A dog bounds across the brown grass.,Two dogs bound across the grass.
1637,main-captions,images,2015,0430,3.20,a woman playing with two young boys at a park,A woman and three kids play at a park.
1638,main-captions,images,2015,0431,2.40,A dog emerges form the water with a stick in its mouth.,A dog runs toward the camera with a stick in its mouth.
1639,main-captions,images,2015,0434,0.80,Three dogs playing in the snow.,The boy is playing in the sand.
1640,main-captions,images,2015,0444,4.20,A dog carries a leash in its mouth.,A fluffy dog carries a black leash in its mouth.
1641,main-captions,images,2015,0447,0.00,A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.,A man is tying a red arm band around another mans arm in the street.
1642,main-captions,images,2015,0450,4.00,A skier is falling into the snow.,A skier is falling face first into the snow.
1643,main-captions,images,2015,0451,2.20,A dog with a red toy in it's mouth.,A brown dog is carrying a stick in its mouth.
1644,main-captions,images,2015,0452,4.80,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.
1645,main-captions,images,2015,0454,1.60,Two terriers play on the wood floor of their home.,Two puppies play with a red chew toy in a field.
1646,main-captions,images,2015,0457,4.20,Two dogs running through a field.,Two dogs play in a field.
1647,main-captions,images,2015,0458,0.40,A man in a gray suit locking up a bicycle,A man and a woman standing on a city street.
1648,main-captions,images,2015,0467,4.60,A man in a black leather jacket is sleeping in a subway car.,A man in a black leather jacket falls asleep on public transportation.
1649,main-captions,images,2015,0469,4.80,A dog leaping over a hurdle.,A dog leaps over the hurdle.
1650,main-captions,images,2015,0470,0.00,Two men are setting up some electronic equpitment,Two dogs are wrestling on the ground in the snow.
1651,main-captions,images,2015,0471,0.00,A black dog is walking on the grass with a stick in it's mouth.,A boy holds a net with a snake in it close to the ground.
1652,main-captions,images,2015,0473,2.20,A girl runs with dogs in a dry field.,A grey dog and a tan dog playing on a grassy field.
1653,main-captions,images,2015,0474,4.00,Two dogs playing in the snow.,Two black dogs in the snow.
1654,main-captions,images,2015,0481,4.00,A dog leaps off a dock and into the water.,The black dog leaps off the dock and into the water.
1655,main-captions,images,2015,0482,2.00,a group of old men walking down the street,A couple walking down the street.
1656,main-captions,images,2015,0484,2.20,Three dogs standing in snow next to a blue fence.,Three dogs play in the shallows next to a rocky shore.
1657,main-captions,images,2015,0487,4.80,A black and white dog is running through the field.,A black and white dog is running in the grass.
1658,main-captions,images,2015,0488,0.40,A boy in black waves his arms while other people are behind him on a field.,a man in a black shirt is roller blading past a bench in the city.
1659,main-captions,images,2015,0489,2.00,An elderly woman rides a bicycle along a city street.,An elderly woman walking uphill crossing the street.
1660,main-captions,images,2015,0492,0.40,A young boy is punching a yellow ball.,A small dog jumps over a yellow beam.
1661,main-captions,images,2015,0496,1.40,A group of young ballerinas are in a dance studio.,A group of young ladies in bikinis.
1662,main-captions,images,2015,0498,0.00,A young boy in a white dress shirt is playing on a grassy plain.,A woman is getting her hair done at a salon.
1663,main-captions,images,2015,0504,0.40,A man and a dog are playing tug of war.,A man dances on a colorful wall.
